end_date,reading
2013-12-31,0.08838289076614686
2014-01-31,0.08934030581647842
2014-02-28,0.08864858143506879
2014-03-31,0.08921274597707055
2014-04-30,0.09077229891922312
2014-05-31,0.08991929110498892
2014-06-30,0.0914881201240642
2014-07-31,0.09170447460954533
2014-08-31,0.09018982397271073
2014-09-30,0.08969772358536666
2014-10-31,0.08931431109375217
2014-11-30,0.08989074346900994
2014-12-31,0.08763449243563194
2015-01-31,0.08643598788657694
2015-02-28,0.08536206321428498
2015-03-31,0.08676711239937926
2015-04-30,0.08832026353747184
2015-05-31,0.08976737467521055
2015-06-30,0.09073749074256511
2015-07-31,0.0926826641973391
2015-08-31,0.09355293344312363
2015-09-30,0.0912293060847782
2015-10-31,0.09178760881969784
2015-11-30,0.09005993091664843
2015-12-31,0.08800453871972631
2016-01-31,0.08803489206457583
2016-02-29,0.0882552013658116
2016-03-31,0.08775847974501577
2016-04-30,0.08835258481016682
2016-05-31,0.09045114427219893
2016-06-30,0.08917436224269361
2016-07-31,0.09017242246614947
2016-08-31,0.09105334289249437
2016-09-30,0.09370874802780915
2016-10-31,0.09196840155740663
2016-11-30,0.09063367304263065
2016-12-31,0.08916580671777877
2017-01-31,0.08610210461780995
2017-02-28,0.08778372478006037
2017-03-31,0.08872615831353423
2017-04-30,0.0898400969219377
2017-05-31,0.09067770321298799
2017-06-30,0.09304176116856856
2017-07-31,0.09187802333510683
2017-08-31,0.09065533069430068
2017-09-30,0.09065966794881583
2017-10-31,0.08937100943379597
2017-11-30,0.08948568128536374
2017-12-31,0.08836705018368836
2018-01-31,0.0879655200073021
2018-02-28,0.08723068626271684
2018-03-31,0.08895394363324546
2018-04-30,0.09000722326932258
2018-05-31,0.09262346086416377
2018-06-30,0.09299038879264956
2018-07-31,0.09485417494450388
2018-08-31,0.09609576893338746
2018-09-30,0.09490513073726467
2018-10-31,0.0958372637022319
2018-11-30,0.09426546568355841
2018-12-31,0.0913170201864792
2019-01-31,0.08878465800908432
2019-02-28,0.08758303059093474
2019-03-31,0.08916543556382533
2019-04-30,0.09201794987260399
2019-05-31,0.09128840896154178
2019-06-30,0.09276078631184513
2019-07-31,0.09469220041131488
2019-08-31,0.09426374173665292
2019-09-30,0.09452635223090543
2019-10-31,0.09195505322038439
2019-11-30,0.09315410003736989
2019-12-31,0.09069916352647323
2020-01-31,0.0897217306892891
2020-02-29,0.0892118640778112
2020-03-31,0.08925116596684528
2020-04-30,0.0929346906187954
2020-05-31,0.09277007837585614
2020-06-30,0.09333780837940052
2020-07-31,0.09345480245243784
2020-08-31,0.09560735199122597
2020-09-30,0.09488829146078849
2020-10-31,0.09252996492831268
2020-11-30,0.09106987128475111
2020-12-31,0.09325335348139029
2021-01-31,0.08935861368082142
2021-02-28,0.08781112280444978
2021-03-31,0.08922810175765997
2021-04-30,0.0905892980056157
2021-05-31,0.09047628144357417
2021-06-30,0.09211160333938154
2021-07-31,0.09098505554554435
2021-08-31,0.09171410058650051
2021-09-30,0.09202558781098007
2021-10-31,0.0918956461188323
2021-11-30,0.09151915651630649
2021-12-31,0.09018907177095933
2022-01-31,0.08785744505304212
2022-02-28,0.08808639869039125
2022-03-31,0.08909508469697962
2022-04-30,0.09032352455686615
2022-05-31,0.09161146999278443
2022-06-30,0.09293945182631216
2022-07-31,0.09359364754298136
2022-08-31,0.09543624389369017
2022-09-30,0.0936026611910964
2022-10-31,0.09112429516042357
2022-11-30,0.0917918448304885
2022-12-31,0.09086718178241092
